geometry,@id,Catégorie,Lieu,id
"{""type"":""Point"",""coordinates"":[-3.9322968,5.2581781]}",node/7184205213,Arrêt de bus,Aéroport - Aeria Maintenance,node/7184205213
"{""type"":""Point"",""coordinates"":[-3.9328433,5.2566764]}",node/7184205215,Arrêt de bus,OLA,node/7184205215
"{""type"":""Point"",""coordinates"":[-3.9341147,5.2553683]}",node/7184205216,Arrêt de bus,P1,node/7184205216
"{""type"":""Point"",""coordinates"":[-3.9591739,5.2932083]}",node/7187396845,Arrêt de bus,Grand Marché de Koumassi,node/7187396845
"{""type"":""Point"",""coordinates"":[-3.9550298,5.2942051]}",node/7187396848,Arrêt de bus,Cimétière de Koumassi,node/7187396848
"{""type"":""Point"",""coordinates"":[-3.945327,5.3045089]}",node/7187396849,Arrêt de bus,Pharmacie Campement,node/7187396849
"{""type"":""Point"",""coordinates"":[-3.9452391,5.3120416]}",node/7187396850,Arrêt de bus,Lycée municipal de Koumassi,node/7187396850
"{""type"":""Point"",""coordinates"":[-3.9436278,5.3128809]}",node/7187396851,Arrêt de bus,Koumassi Grand Marché,node/7187396851
"{""type"":""Point"",""coordinates"":[-3.9481969,5.3096393]}",node/7187396852,Arrêt de bus,Centre Médical Social,node/7187396852
"{""type"":""Point"",""coordinates"":[-3.9552297,5.2987428]}",node/7187396853,Arrêt de bus,Inchallah,node/7187396853
"{""type"":""Point"",""coordinates"":[-3.962068,5.2900534]}",node/7190927830,Arrêt de bus,EPP BAD,node/7190927830
"{""type"":""Point"",""coordinates"":[-3.9670019,5.2772175]}",node/7190927832,Arrêt de bus,Le Réservoir,node/7190927832
"{""type"":""Point"",""coordinates"":[-3.9664668,5.2765939]}",node/7190927833,Arrêt de bus,Carrefour Ancien Koumassi,node/7190927833
"{""type"":""Point"",""coordinates"":[-3.9658794,5.2754601]}",node/7190927834,Arrêt de bus,Ancien Koumassi - Terminus,node/7190927834
"{""type"":""Point"",""coordinates"":[-3.9612848,5.2903926]}",node/7190927836,Arrêt de bus,Centre Matthew Ray,node/7190927836
"{""type"":""Point"",""coordinates"":[-3.9639898,5.3068711]}",node/7190993874,Arrêt de bus,Gare de Wôrô-Wôrô d'Anoumabo,node/7190993874
"{""type"":""Point"",""coordinates"":[-3.9636525,5.3029271]}",node/7190993875,Arrêt de bus,Carrefour Sans fil,node/7190993875
"{""type"":""Point"",""coordinates"":[-3.961783,5.3016105]}",node/7190993876,Arrêt de bus,Groupe Scolaire Entente,node/7190993876
"{""type"":""Point"",""coordinates"":[-3.9611205,5.3000942]}",node/7190993877,Arrêt de bus,Paroisse Saint François,node/7190993877
"{""type"":""Point"",""coordinates"":[-3.9596734,5.2936743]}",node/7190993880,Arrêt de bus,Grand Marche de Koumassi,node/7190993880
"{""type"":""Point"",""coordinates"":[-3.9600456,5.2951479]}",node/7190993881,Arrêt de bus,Pharmacie Saint François,node/7190993881
"{""type"":""Point"",""coordinates"":[-3.9623845,5.2972365]}",node/7190993882,Arrêt de bus,Trois Ampoules,node/7190993882
"{""type"":""Point"",""coordinates"":[-3.9406237,5.3076256]}",node/7191121579,Arrêt de bus,Mosquée Sangaré,node/7191121579
"{""type"":""Point"",""coordinates"":[-3.9380045,5.30922]}",node/7191121580,Arrêt de bus,Pharmacie Le Roc,node/7191121580
"{""type"":""Point"",""coordinates"":[-3.9363013,5.3105527]}",node/7191121581,Arrêt de bus,Koumassi Campement,node/7191121581
"{""type"":""Point"",""coordinates"":[-3.9369008,5.3099892]}",node/7191121583,Arrêt de bus,Boulangerie la Baguette,node/7191121583
"{""type"":""Point"",""coordinates"":[-3.9433891,5.3054249]}",node/7191121584,Arrêt de bus,Commissariat 20ᵉ arrondissement,node/7191121584
"{""type"":""Point"",""coordinates"":[-3.9487756,5.3001916]}",node/7191135685,Arrêt de bus,Lycee Ste Therese Mesano,node/7191135685
"{""type"":""Point"",""coordinates"":[-3.9564461,5.2971323]}",node/7191135686,Arrêt de bus,Maison Blanche Koumasssi,node/7191135686
"{""type"":""Point"",""coordinates"":[-3.9574988,5.2922849]}",node/7191232912,Arrêt de bus,Pharmacie Saint Albert,node/7191232912
"{""type"":""Point"",""coordinates"":[-3.9547254,5.290181]}",node/7191232914,Arrêt de bus,Site des garagistes Koumassi,node/7191232914
"{""type"":""Point"",""coordinates"":[-3.9522893,5.2863056]}",node/7191232915,Arrêt de bus,Bourse du bois Koumassi,node/7191232915
"{""type"":""Point"",""coordinates"":[-3.9512948,5.2860031]}",node/7191232917,Arrêt de bus,Gare de Wôrô-Wôrô Soweto,node/7191232917
"{""type"":""Point"",""coordinates"":[-3.9516382,5.2856199]}",node/7191232918,Arrêt de bus,Nouveau marché Soweto,node/7191232918
"{""type"":""Point"",""coordinates"":[-3.9623979,5.2903325]}",node/7191438554,Arrêt de bus,Paroisse Saint Etienne de Koumassi,node/7191438554
"{""type"":""Point"",""coordinates"":[-3.9687426,5.2869253]}",node/7191438555,Arrêt de bus,Hopital General de Koumassi,node/7191438555
"{""type"":""Point"",""coordinates"":[-3.9546812,5.296482]}",node/7833549603,Arrêt de bus,Gare communale,node/7833549603
"{""type"":""Point"",""coordinates"":[-3.9640746,5.2846993]}",node/7833694096,Arrêt de bus,Groupe Scolaire Pépinière,node/7833694096
"{""type"":""Point"",""coordinates"":[-3.9579805,5.2848849]}",node/7833694097,Arrêt de bus,Rois des Rois,node/7833694097
"{""type"":""Point"",""coordinates"":[-3.9528392,5.3121998]}",node/7834704383,Arrêt de bus,Akromiambla,node/7834704383
"{""type"":""Point"",""coordinates"":[-3.9626563,5.2900598]}",node/7834785518,Arrêt de bus,Pharmacie Aniel,node/7834785518
"{""type"":""Point"",""coordinates"":[-3.9528921,5.2861033]}",node/7834816425,Arrêt de bus,Soweto,node/7834816425
"{""type"":""Point"",""coordinates"":[-3.9638315,5.3572694]}",node/7834873583,Arrêt de bus,Gare Wôro-Wôrô 9 Kilo,node/7834873583
"{""type"":""Point"",""coordinates"":[-3.9516033,5.3291098]}",node/7835761636,Arrêt de bus,DC10,node/7835761636
"{""type"":""Point"",""coordinates"":[-3.9405157,5.3284441]}",node/7835761637,Arrêt de bus,Mosquée Cité Eden,node/7835761637
"{""type"":""Point"",""coordinates"":[-3.9478462,5.3283446]}",node/7835761641,Arrêt de bus,Rue Filaho,node/7835761641
"{""type"":""Point"",""coordinates"":[-3.9574948,5.332898]}",node/7835761642,Arrêt de bus,Institut Britanique,node/7835761642
"{""type"":""Point"",""coordinates"":[-3.9602789,5.3245123]}",node/7835784410,Arrêt de bus,Sol Beni au Bateau,node/7835784410
"{""type"":""Point"",""coordinates"":[-3.9574814,5.3538338]}",node/7835784412,Arrêt de bus,Pharmacie Saint-Pierre des Rosées,node/7835784412
"{""type"":""Point"",""coordinates"":[-3.9652504,5.3586607]}",node/7835819027,Arrêt de bus,Gare de taxi Riviera Bonoumin,node/7835819027
"{""type"":""Point"",""coordinates"":[-3.9691316,5.365377]}",node/7835819028,Arrêt de bus,Pharmacie Saint Jean Paul II,node/7835819028
"{""type"":""Point"",""coordinates"":[-3.9705129,5.3747889]}",node/7835819029,Arrêt de bus,Abri 2000,node/7835819029
"{""type"":""Point"",""coordinates"":[-3.9684811,5.3704748]}",node/7835819031,Arrêt de bus,Église des Assemblées de Dieu,node/7835819031
"{""type"":""Point"",""coordinates"":[-3.967706,5.3678324]}",node/7835819032,Arrêt de bus,Paul Ndré,node/7835819032
"{""type"":""Point"",""coordinates"":[-3.9597063,5.3633147]}",node/7835899826,Arrêt de bus,O'Burger,node/7835899826
"{""type"":""Point"",""coordinates"":[-3.9569932,5.3942199]}",node/7835899827,Arrêt de bus,Institut de beauté Spa,node/7835899827
"{""type"":""Point"",""coordinates"":[-3.9531248,5.3790062]}",node/7835899830,Arrêt de bus,Enica,node/7835899830
"{""type"":""Point"",""coordinates"":[-3.9566445,5.3975251]}",node/7835899831,Arrêt de bus,Pharmacie Est,node/7835899831
"{""type"":""Point"",""coordinates"":[-3.9615704,5.4024899]}",node/7835947934,Arrêt de bus,Honi Poissonnerie,node/7835947934
"{""type"":""Point"",""coordinates"":[-3.9691731,5.3962654]}",node/7835947937,Arrêt de bus,Rosier Programme 6,node/7835947937
"{""type"":""Point"",""coordinates"":[-3.9580681,5.3717059]}",node/7836077586,Arrêt de bus,Guiro,node/7836077586
"{""type"":""Point"",""coordinates"":[-3.9688332,5.382929]}",node/7836077587,Arrêt de bus,Star 14,node/7836077587
"{""type"":""Point"",""coordinates"":[-3.9747937,5.3874012]}",node/7836077589,Arrêt de bus,SGBCI,node/7836077589
"{""type"":""Point"",""coordinates"":[-3.9762086,5.3925937]}",node/7836077590,Arrêt de bus,Immeuble Sylla,node/7836077590
"{""type"":""Point"",""coordinates"":[-3.9746837,5.3406787]}",node/7836121075,Arrêt de bus,Flambeau,node/7836121075
"{""type"":""Point"",""coordinates"":[-3.9639549,5.3070794]}",node/7837854395,Arrêt de bus,Rue 12,node/7837854395
"{""type"":""Point"",""coordinates"":[-4.0073812,5.2997777]}",node/7837854398,Arrêt de bus,Marché Samsung,node/7837854398
"{""type"":""Point"",""coordinates"":[-3.9785112,5.2947647]}",node/7837854399,Arrêt de bus,Boulevard,node/7837854399
"{""type"":""Point"",""coordinates"":[-3.9640468,5.3070821]}",node/7837854401,Arrêt de bus,Anoumabo sans fil,node/7837854401
"{""type"":""Point"",""coordinates"":[-3.9607728,5.3117709]}",node/7839982486,Arrêt de bus,Maison Blanche,node/7839982486
"{""type"":""Point"",""coordinates"":[-3.9687983,5.311633]}",node/7839982587,Arrêt de bus,Carrefour Milieu,node/7839982587
"{""type"":""Point"",""coordinates"":[-3.9761717,5.3034246]}",node/7839982685,Arrêt de bus,Carrefour Lycée,node/7839982685
"{""type"":""Point"",""coordinates"":[-3.9663823,5.3117442]}",node/7839982686,Arrêt de bus,Au Bambou,node/7839982686
"{""type"":""Point"",""coordinates"":[-3.9835699,5.3083247]}",node/7840094085,Arrêt de bus,Gare Sotra Marcory,node/7840094085
"{""type"":""Point"",""coordinates"":[-3.9772231,5.3088982]}",node/7840094285,Arrêt de bus,Pharmacie Roma,node/7840094285
"{""type"":""Point"",""coordinates"":[-3.9566176,5.3082486]}",node/7840247685,Arrêt de bus,CTAO,node/7840247685
"{""type"":""Point"",""coordinates"":[-3.9640535,5.3086859]}",node/7840247785,Arrêt de bus,Ferraille,node/7840247785
"{""type"":""Point"",""coordinates"":[-3.9641654,5.3117605]}",node/7840247786,Arrêt de bus,Gare d'Adjamé,node/7840247786
"{""type"":""Point"",""coordinates"":[-3.9737027,5.3116507]}",node/7840676797,Arrêt de bus,Institut Froebel,node/7840676797
"{""type"":""Point"",""coordinates"":[-3.9614738,5.3082779]}",node/7840676798,Arrêt de bus,Carrefour Diabaté,node/7840676798
"{""type"":""Point"",""coordinates"":[-3.9707039,5.3116247]}",node/7840676799,Arrêt de bus,Carrefour Amangou,node/7840676799
"{""type"":""Point"",""coordinates"":[-3.9639437,5.3082903]}",node/7840690990,Arrêt de bus,Carrefour Marché,node/7840690990
"{""type"":""Point"",""coordinates"":[-3.9761672,5.303307]}",node/7840697489,Arrêt de bus,En bas du pont,node/7840697489
"{""type"":""Point"",""coordinates"":[-3.9796793,5.2994889]}",node/7840790185,Arrêt de bus,Hibiscus,node/7840790185
"{""type"":""Point"",""coordinates"":[-3.99011,5.2911823]}",node/7840790285,Arrêt de bus,Mairie de Marcory,node/7840790285
"{""type"":""Point"",""coordinates"":[-3.9717467,5.3519217]}",node/7840850687,Arrêt de bus,Elysée Viera,node/7840850687
"{""type"":""Point"",""coordinates"":[-3.9697257,5.3534973]}",node/7840850688,Arrêt de bus,Chez Alpha,node/7840850688
"{""type"":""Point"",""coordinates"":[-3.9763371,5.3514046]}",node/7840850689,Arrêt de bus,Station Riviera 2,node/7840850689
"{""type"":""Point"",""coordinates"":[-3.964374,5.3573796]}",node/7840862887,Arrêt de bus,9 Kilo,node/7840862887
"{""type"":""Point"",""coordinates"":[-4.0047406,5.3288874]}",node/7841011318,Arrêt de bus,Hôtel Ivoire,node/7841011318
"{""type"":""Point"",""coordinates"":[-4.001542,5.3250865]}",node/7841011319,Arrêt de bus,Gare de Warren Blockauss,node/7841011319
"{""type"":""Point"",""coordinates"":[-4.0015179,5.3265833]}",node/7841011321,Arrêt de bus,Parking,node/7841011321
"{""type"":""Point"",""coordinates"":[-3.9945931,5.3467182]}",node/7842766286,Arrêt de bus,CHU de Cocody,node/7842766286
"{""type"":""Point"",""coordinates"":[-3.9950551,5.3465232]}",node/7842766287,Arrêt de bus,INFS,node/7842766287
"{""type"":""Point"",""coordinates"":[-3.9983945,5.3441411]}",node/7842766486,Arrêt de bus,Station Ola,node/7842766486
"{""type"":""Point"",""coordinates"":[-3.9971446,5.345435]}",node/7842766585,Arrêt de bus,INSAAC,node/7842766585
"{""type"":""Point"",""coordinates"":[-3.9993044,5.3419503]}",node/7842767185,Arrêt de bus,Sup Elite,node/7842767185
"{""type"":""Point"",""coordinates"":[-3.9998201,5.338118]}",node/7842767186,Arrêt de bus,Allocodrome,node/7842767186
"{""type"":""Point"",""coordinates"":[-4.0037032,5.3391525]}",node/7842852485,Arrêt de bus,SGBCI,node/7842852485
"{""type"":""Point"",""coordinates"":[-4.0009084,5.331295]}",node/7842905485,Arrêt de bus,Fondation Children of Africa,node/7842905485
"{""type"":""Point"",""coordinates"":[-4.0010901,5.3290303]}",node/7842905486,Arrêt de bus,Banque Mondiale,node/7842905486
"{""type"":""Point"",""coordinates"":[-4.0002445,5.3350402]}",node/7842905585,Arrêt de bus,Feu de la patisserie,node/7842905585
"{""type"":""Point"",""coordinates"":[-4.0003525,5.333784]}",node/7842905586,Arrêt de bus,Pharmacie La Piété,node/7842905586
"{""type"":""Point"",""coordinates"":[-3.9494763,5.3460559]}",node/7843256286,Arrêt de bus,Jacques Prevet,node/7843256286
"{""type"":""Point"",""coordinates"":[-3.9408008,5.3486238]}",node/7843264787,Arrêt de bus,Akouédo,node/7843264787
"{""type"":""Point"",""coordinates"":[-3.945997,5.3462155]}",node/7843264988,Arrêt de bus,Roi du Pain,node/7843264988
"{""type"":""Point"",""coordinates"":[-3.9741714,5.3532937]}",node/7843272185,Arrêt de bus,Cité Universitaire,node/7843272185
"{""type"":""Point"",""coordinates"":[-3.976519,5.3530206]}",node/7843524986,Arrêt de bus,Pharmacie de la 2,node/7843524986
"{""type"":""Point"",""coordinates"":[-3.9526092,5.3463684]}",node/7843525285,Arrêt de bus,Cité Belles Fleurs Riviera 3,node/7843525285
"{""type"":""Point"",""coordinates"":[-3.9410193,5.328332]}",node/7843525286,Arrêt de bus,M'pouto - CIAD,node/7843525286
"{""type"":""Point"",""coordinates"":[-3.957818,5.3312269]}",node/7843525385,Arrêt de bus,Carrefour Sol Béni,node/7843525385
"{""type"":""Point"",""coordinates"":[-3.9453229,5.3284448]}",node/7843525386,Arrêt de bus,Ecole Libanaise,node/7843525386
"{""type"":""Point"",""coordinates"":[-3.9581345,5.3359572]}",node/7843525886,Arrêt de bus,Lamiyia,node/7843525886
"{""type"":""Point"",""coordinates"":[-4.0745615,5.3557302]}",node/7843927985,Arrêt de bus,Siporex - Gare SBTA,node/7843927985
"{""type"":""Point"",""coordinates"":[-4.0722866,5.3467349]}",node/7843927986,Arrêt de bus,Poisson d’Afrique,node/7843927986
"{""type"":""Point"",""coordinates"":[-4.074541,5.3556578]}",node/7843927987,Arrêt de bus,Siporex - Pharmacie,node/7843927987
"{""type"":""Point"",""coordinates"":[-4.0473904,5.330652]}",node/7843928085,Arrêt de bus,Toit Rouge Jean-Paul 2,node/7843928085
"{""type"":""Point"",""coordinates"":[-4.0515082,5.3309398]}",node/7843928285,Arrêt de bus,Maquis chez Raoul,node/7843928285
"{""type"":""Point"",""coordinates"":[-4.0540805,5.3221935]}",node/7844053286,Arrêt de bus,Carrefour Koweit,node/7844053286
"{""type"":""Point"",""coordinates"":[-4.0806779,5.3690635]}",node/7847553386,Arrêt de bus,Andokoi - Zone Industrielle,node/7847553386
"{""type"":""Point"",""coordinates"":[-4.0801911,5.3691917]}",node/7847553485,Arrêt de bus,Zone Industrielle,node/7847553485
"{""type"":""Point"",""coordinates"":[-4.062754,5.3278994]}",node/7855287156,Arrêt de bus,Cité Gem2,node/7855287156
"{""type"":""Point"",""coordinates"":[-4.0623306,5.3244122]}",node/7855287158,Arrêt de bus,Hôtel Lagunaire,node/7855287158
"{""type"":""Point"",""coordinates"":[-4.0615875,5.3189849]}",node/7855287160,Arrêt de bus,Camp militaire - King Cash,node/7855287160
"{""type"":""Point"",""coordinates"":[-4.0693829,5.3290522]}",node/7855330733,Arrêt de bus,Carrefour Kouté,node/7855330733
"{""type"":""Point"",""coordinates"":[-4.0633929,5.3280605]}",node/7855330735,Arrêt de bus,Pharmacie Nankoko,node/7855330735
"{""type"":""Point"",""coordinates"":[-4.0726058,5.3563641]}",node/7866306285,Arrêt de bus,Yopougon Gabriel Gare,node/7866306285
"{""type"":""Point"",""coordinates"":[-4.0835211,5.3923934]}",node/7866306286,Arrêt de bus,Yopougon Prison Civil,node/7866306286
"{""type"":""Point"",""coordinates"":[-4.0692453,5.3437542]}",node/7866467385,Arrêt de bus,Lavage le Sticker,node/7866467385
"{""type"":""Point"",""coordinates"":[-4.0617654,5.3187601]}",node/7866467485,Arrêt de bus,Camp militaire,node/7866467485
"{""type"":""Point"",""coordinates"":[-4.046634,5.3409601]}",node/7869419886,Arrêt de bus,Mossikro,node/7869419886
"{""type"":""Point"",""coordinates"":[-4.0677269,5.3466995]}",node/7869419985,Arrêt de bus,Clinique Chinoise,node/7869419985
"{""type"":""Point"",""coordinates"":[-4.0658829,5.3466982]}",node/7869420085,Arrêt de bus,Bonnet Rouge,node/7869420085
"{""type"":""Point"",""coordinates"":[-4.0685386,5.350995]}",node/7869420285,Arrêt de bus,Boulangerie Patisserie au Blé Doré,node/7869420285
"{""type"":""Point"",""coordinates"":[-4.033528,5.4150481]}",node/7869930486,Arrêt de bus,Derrière Rail,node/7869930486
"{""type"":""Point"",""coordinates"":[-4.0301672,5.414946]}",node/7869930487,Arrêt de bus,Gare des Taxis,node/7869930487
"{""type"":""Point"",""coordinates"":[-4.0315439,5.4149947]}",node/7869930985,Arrêt de bus,1er Carrefour,node/7869930985
"{""type"":""Point"",""coordinates"":[-4.0290166,5.4148759]}",node/7869930986,Arrêt de bus,Petit Carrefour,node/7869930986
"{""type"":""Point"",""coordinates"":[-4.01798,5.4198352]}",node/7869930987,Arrêt de bus,Gare d'Abobo,node/7869930987
"{""type"":""Point"",""coordinates"":[-4.0623316,5.3360947]}",node/7873445787,Arrêt de bus,King Deco,node/7873445787
"{""type"":""Point"",""coordinates"":[-4.0622572,5.3404965]}",node/7873450686,Arrêt de bus,Yopougon Complexe,node/7873450686
"{""type"":""Point"",""coordinates"":[-4.0623491,5.3332265]}",node/7873450786,Arrêt de bus,Pharmacie Laoulo,node/7873450786
"{""type"":""Point"",""coordinates"":[-4.0730457,5.3408149]}",node/7875553955,Arrêt de bus,Banque BHCI,node/7875553955
"{""type"":""Point"",""coordinates"":[-4.0680018,5.3408336]}",node/7875553956,Arrêt de bus,Carrefour marché de Selmer,node/7875553956
"{""type"":""Point"",""coordinates"":[-4.0667083,5.3407428]}",node/7875553959,Arrêt de bus,Coopec Selmer,node/7875553959
"{""type"":""Point"",""coordinates"":[-4.065966,5.3408163]}",node/7875631029,Arrêt de bus,Espace Karamel,node/7875631029
"{""type"":""Point"",""coordinates"":[-4.059066,5.340859]}",node/7875631030,Arrêt de bus,Petit Prix,node/7875631030
"{""type"":""Point"",""coordinates"":[-4.0622002,5.339007]}",node/7876023212,Arrêt de bus,Picasso,node/7876023212
"{""type"":""Point"",""coordinates"":[-4.0622297,5.3331731]}",node/7876023213,Arrêt de bus,Clinique les Oliviers,node/7876023213
"{""type"":""Point"",""coordinates"":[-4.0620419,5.3312476]}",node/7876023214,Arrêt de bus,Eco Prix,node/7876023214
"{""type"":""Point"",""coordinates"":[-4.0623558,5.3386518]}",node/7876023218,Arrêt de bus,Pharmacie Nouveau Quartier,node/7876023218
"{""type"":""Point"",""coordinates"":[-4.0769248,5.325454]}",node/7876057936,Arrêt de bus,Rond-point du Palais de justice,node/7876057936
"{""type"":""Point"",""coordinates"":[-4.0599383,5.3264284]}",node/7876057940,Arrêt de bus,Snedai,node/7876057940
"{""type"":""Point"",""coordinates"":[-4.0670992,5.332464]}",node/7876367205,Arrêt de bus,Carrefour Asanvon,node/7876367205
"{""type"":""Point"",""coordinates"":[-4.0686053,5.3324186]}",node/7876367209,Arrêt de bus,Carrefour Lonaci,node/7876367209
"{""type"":""Point"",""coordinates"":[-4.0654081,5.3321916]}",node/7876367210,Arrêt de bus,Harmonie,node/7876367210
"{""type"":""Point"",""coordinates"":[-4.0439826,5.3098276]}",node/7876448805,Arrêt de bus,carrefour Santé Village,node/7876448805
"{""type"":""Point"",""coordinates"":[-4.0359709,5.3113566]}",node/7876448806,Arrêt de bus,Abobo Doumé Bateau-bus,node/7876448806
"{""type"":""Point"",""coordinates"":[-4.0384948,5.3078112]}",node/7876448808,Arrêt de bus,Marché Abobo Doumé,node/7876448808
"{""type"":""Point"",""coordinates"":[-3.9903492,5.3850112]}",node/7876565392,Arrêt de bus,Aghien,node/7876565392
"{""type"":""Point"",""coordinates"":[-3.9830348,5.3849912]}",node/7876565394,Arrêt de bus,Termunis Pont Soro,node/7876565394
"{""type"":""Point"",""coordinates"":[-3.9864593,5.3909614]}",node/7876565395,Arrêt de bus,Restaurant Rehobaoth,node/7876565395
"{""type"":""Point"",""coordinates"":[-4.0604427,5.3466294]}",node/7876580786,Arrêt de bus,Carrefour Pitch,node/7876580786
"{""type"":""Point"",""coordinates"":[-4.0634353,5.3483532]}",node/7876580787,Arrêt de bus,Station Total Bel Air,node/7876580787
"{""type"":""Point"",""coordinates"":[-4.0593634,5.346561]}",node/7876580885,Arrêt de bus,Carrefour Centre Medical Saint Sauveur,node/7876580885
"{""type"":""Point"",""coordinates"":[-3.9944972,5.3842087]}",node/7876590801,Arrêt de bus,Salon de beauté,node/7876590801
"{""type"":""Point"",""coordinates"":[-3.9854421,5.3806037]}",node/7876590802,Arrêt de bus,Cascades,node/7876590802
"{""type"":""Point"",""coordinates"":[-3.9950672,5.3807853]}",node/7876590806,Arrêt de bus,Station Service Total Las Palmas,node/7876590806
"{""type"":""Point"",""coordinates"":[-3.9962286,5.3799935]}",node/7876590807,Arrêt de bus,Lavage Professionel,node/7876590807
"{""type"":""Point"",""coordinates"":[-4.0061947,5.378183]}",node/7876590808,Arrêt de bus,Gare Warren Zoo,node/7876590808
"{""type"":""Point"",""coordinates"":[-4.057112,5.3474352]}",node/7876632886,Arrêt de bus,Carrefour Gecos-Formation,node/7876632886
"{""type"":""Point"",""coordinates"":[-4.0504588,5.3482564]}",node/7876632887,Arrêt de bus,Millionnaire Antenne,node/7876632887
"{""type"":""Point"",""coordinates"":[-3.9874028,5.3845559]}",node/7876641854,Arrêt de bus,Station Service Shell,node/7876641854
"{""type"":""Point"",""coordinates"":[-3.9931373,5.3838522]}",node/7876641855,Arrêt de bus,Organisation Mondiale de la Santé,node/7876641855
"{""type"":""Point"",""coordinates"":[-4.063784,5.3308723]}",node/7878290488,Arrêt de bus,Carrefour CFOMIS,node/7878290488
"{""type"":""Point"",""coordinates"":[-4.0724613,5.3322643]}",node/7878317585,Arrêt de bus,Carrefour Sicogi 10,node/7878317585
"{""type"":""Point"",""coordinates"":[-4.0662792,5.332416]}",node/7878317586,Arrêt de bus,Canaan,node/7878317586
"{""type"":""Point"",""coordinates"":[-4.0704614,5.3321769]}",node/7878317885,Arrêt de bus,Saint Mathias,node/7878317885
"{""type"":""Point"",""coordinates"":[-4.0699256,5.3251045]}",node/7878348685,Arrêt de bus,Carrefour Saint Laurent,node/7878348685
"{""type"":""Point"",""coordinates"":[-4.0491828,5.3259751]}",node/7878384486,Arrêt de bus,Carrefour Sebgé,node/7878384486
"{""type"":""Point"",""coordinates"":[-4.0500927,5.3268664]}",node/7878395385,Arrêt de bus,La Référence,node/7878395385
"{""type"":""Point"",""coordinates"":[-4.0467238,5.3300959]}",node/7878395585,Arrêt de bus,Immeuble Elite,node/7878395585
"{""type"":""Point"",""coordinates"":[-4.0471885,5.3276162]}",node/7878395586,Arrêt de bus,Ciollège OSCAD,node/7878395586
"{""type"":""Point"",""coordinates"":[-4.056587,5.3235689]}",node/7878542186,Arrêt de bus,Boulagerie Blé Doré,node/7878542186
"{""type"":""Point"",""coordinates"":[-4.0562242,5.3233512]}",node/7878542187,Arrêt de bus,Carrefour Cité El Shaddai,node/7878542187
"{""type"":""Point"",""coordinates"":[-4.0722685,5.3408023]}",node/7881343885,Arrêt de bus,Clinique du Lavage,node/7881343885
"{""type"":""Point"",""coordinates"":[-4.0642869,5.3407308]}",node/7881344086,Arrêt de bus,Station Total Selmer,node/7881344086
"{""type"":""Point"",""coordinates"":[-4.0793096,5.3535344]}",node/7881452786,Arrêt de bus,Pharmacie de l'Amitié,node/7881452786
"{""type"":""Point"",""coordinates"":[-4.0667988,5.3619334]}",node/7881639185,Arrêt de bus,Gare CTE,node/7881639185
"{""type"":""Point"",""coordinates"":[-4.0794294,5.3687764]}",node/7881639186,Arrêt de bus,Pharmacie La Délivrance,node/7881639186
"{""type"":""Point"",""coordinates"":[-4.0759019,5.3707562]}",node/7881639187,Arrêt de bus,Slot,node/7881639187
"{""type"":""Point"",""coordinates"":[-4.068142,5.3649484]}",node/7881639285,Arrêt de bus,Carrefour Harriste,node/7881639285
"{""type"":""Point"",""coordinates"":[-4.0156022,5.3648622]}",node/7884163082,Arrêt de bus,Gare Carrefour Deux Plateaux,node/7884163082
"{""type"":""Point"",""coordinates"":[-4.0041485,5.3684306]}",node/7884163083,Arrêt de bus,Espace Service Moov,node/7884163083
"{""type"":""Point"",""coordinates"":[-3.9899864,5.3618046]}",node/7884163084,Arrêt de bus,Vallon,node/7884163084
"{""type"":""Point"",""coordinates"":[-3.9898664,5.363501]}",node/7884215686,Arrêt de bus,Pharmacie du Vallon,node/7884215686
"{""type"":""Point"",""coordinates"":[-3.9916286,5.3634943]}",node/7884215687,Arrêt de bus,École International Claire Fontaine,node/7884215687
"{""type"":""Point"",""coordinates"":[-4.0134859,5.3655098]}",node/7884296055,Arrêt de bus,Pressing Grâce,node/7884296055
"{""type"":""Point"",""coordinates"":[-3.9999213,5.370342]}",node/7884296056,Arrêt de bus,École PMU,node/7884296056
"{""type"":""Point"",""coordinates"":[-3.9999401,5.3731206]}",node/7884296057,Arrêt de bus,École Blanche Neige,node/7884296057
"{""type"":""Point"",""coordinates"":[-3.995436,5.3743827]}",node/7884296058,Arrêt de bus,Pizzaria,node/7884296058
"{""type"":""Point"",""coordinates"":[-3.9920966,5.3739558]}",node/7884296059,Arrêt de bus,Commissariat du 12è,node/7884296059
"{""type"":""Point"",""coordinates"":[-3.9951865,5.3739931]}",node/7884296060,Arrêt de bus,Carrefour Rue du commissariat du 12è,node/7884296060
"{""type"":""Point"",""coordinates"":[-3.9981464,5.3748443]}",node/7884296062,Arrêt de bus,Boulangerie le Roi du Pain,node/7884296062
"{""type"":""Point"",""coordinates"":[-4.0189844,5.3483299]}",node/7884343661,Arrêt de bus,Somafix,node/7884343661
"{""type"":""Point"",""coordinates"":[-4.0225464,5.346594]}",node/7884343663,Arrêt de bus,Saint Michel,node/7884343663
"{""type"":""Point"",""coordinates"":[-3.9942377,5.380778]}",node/7884348009,Arrêt de bus,Mobilia,node/7884348009
"{""type"":""Point"",""coordinates"":[-4.0240257,5.4146569]}",node/7884492285,Arrêt de bus,Carrefour 21ème,node/7884492285
